"initial_alias","converted_alias","name","description","namespace"
"ENSMUSG00000017550","ENSMUSG00000017550","Atad5","ATPase family, AAA domain containing 5 [Source:MGI Symbol;Acc:MGI:2442925]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032849","ENSMUSG00000032849","Abcc4","ATP-binding cassette, sub-family C (CFTR/MRP), member 4 [Source:MGI Symbol;Acc:MGI:2443111]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027204","ENSMUSG00000027204","Fbn1","fibrillin 1 [Source:MGI Symbol;Acc:MGI:95489]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000062949","ENSMUSG00000062949","Atp11c","ATPase, class VI, type 11C [Source:MGI Symbol;Acc:MGI:1859661]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024048","ENSMUSG00000024048","Myl12a","myosin, light chain 12A, regulatory, non-sarcomeric [Source:MGI Symbol;Acc:MGI:1914518]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000109295","ENSMUSG00000109295","Gm5739","predicted gene 5739 [Source:MGI Symbol;Acc:MGI:3645094]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000109498","ENSMUSG00000109498","Gm45222","predicted gene 45222 [Source:MGI Symbol;Acc:MGI:5753798]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000004319","ENSMUSG00000004319","Clcn3","chloride channel, voltage-sensitive 3 [Source:MGI Symbol;Acc:MGI:103555]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000052713","ENSMUSG00000052713","Zfp608","zinc finger protein 608 [Source:MGI Symbol;Acc:MGI:2442338]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000043061","ENSMUSG00000043061","Tmem18","transmembrane protein 18 [Source:MGI Symbol;Acc:MGI:2387176]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026565","ENSMUSG00000026565","Pou2f1","POU domain, class 2, transcription factor 1 [Source:MGI Symbol;Acc:MGI:101898]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027111","ENSMUSG00000027111","Itga6","integrin alpha 6 [Source:MGI Symbol;Acc:MGI:96605]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000114081","ENSMUSG00000114081","Gm48904","predicted gene, 48904 [Source:MGI Symbol;Acc:MGI:6098675]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000115971","ENSMUSG00000115971","Gm10856","predicted gene 10856 [Source:MGI Symbol;Acc:MGI:3641730]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000118155","ENSMUSG00000118155","Gm50136","predicted gene, 50136 [Source:MGI Symbol;Acc:MGI:6302882]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000085438","ENSMUSG00000085438","Oip5os1","Opa interacting protein 5, opposite strand 1 [Source:MGI Symbol;Acc:MGI:1913852]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000114960","ENSMUSG00000114960","Gm47649","predicted gene, 47649 [Source:MGI Symbol;Acc:MGI:6096731]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000002475","ENSMUSG00000002475","Abhd3","abhydrolase domain containing 3 [Source:MGI Symbol;Acc:MGI:2147183]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000083661","ENSMUSG00000083661","Gm11473","predicted gene 11473 [Source:MGI Symbol;Acc:MGI:3650296]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033083","ENSMUSG00000033083","Tbc1d4","TBC1 domain family, member 4 [Source:MGI Symbol;Acc:MGI:2429660]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000082112","ENSMUSG00000082112","Gm14445","predicted gene 14445 [Source:MGI Symbol;Acc:MGI:3652317]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000100241","ENSMUSG00000100241","Slc18a3","solute carrier family 18 (vesicular monoamine), member 3 [Source:MGI Symbol;Acc:MGI:1101061]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000090761","ENSMUSG00000090761","Gm17201","predicted gene 17201 [Source:MGI Symbol;Acc:MGI:4938028]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020241","ENSMUSG00000020241","Col6a2","collagen, type VI, alpha 2 [Source:MGI Symbol;Acc:MGI:88460]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030335","ENSMUSG00000030335","Mrpl51","mitochondrial ribosomal protein L51 [Source:MGI Symbol;Acc:MGI:1913743]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028522","ENSMUSG00000028522","Mier1","MEIR1 treanscription regulator [Source:MGI Symbol;Acc:MGI:1918398]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027630","ENSMUSG00000027630","Tbl1xr1","transducin (beta)-like 1X-linked receptor 1 [Source:MGI Symbol;Acc:MGI:2441730]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000080996","ENSMUSG00000080996","Gm4986","predicted pseudogene 4986 [Source:MGI Symbol;Acc:MGI:3647545]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041688","ENSMUSG00000041688","Amot","angiomotin [Source:MGI Symbol;Acc:MGI:108440]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025203","ENSMUSG00000025203","Scd2","stearoyl-Coenzyme A desaturase 2 [Source:MGI Symbol;Acc:MGI:98240]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000047694","ENSMUSG00000047694","Yipf6","Yip1 domain family, member 6 [Source:MGI Symbol;Acc:MGI:1925179]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030452","ENSMUSG00000030452","Nipa2","non imprinted in Prader-Willi/Angelman syndrome 2 homolog (human) [Source:MGI Symbol;Acc:MGI:1913918]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025255","ENSMUSG00000025255","Zfhx4","zinc finger homeodomain 4 [Source:MGI Symbol;Acc:MGI:2137668]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025959","ENSMUSG00000025959","Klf7","Kruppel-like factor 7 (ubiquitous) [Source:MGI Symbol;Acc:MGI:1935151]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025757","ENSMUSG00000025757","Hspa4l","heat shock protein 4 like [Source:MGI Symbol;Acc:MGI:107422]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000055945","ENSMUSG00000055945","Prr18","proline rich 18 [Source:MGI Symbol;Acc:MGI:2443403]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000096111","ENSMUSG00000096111","Gm21917","predicted gene, 21917 [Source:MGI Symbol;Acc:MGI:5434081]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000081945","ENSMUSG00000081945","Or52d13","olfactory receptor family 52 subfamily D member 13 [Source:MGI Symbol;Acc:MGI:3030441]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020872","ENSMUSG00000020872","Tac4","tachykinin 4 [Source:MGI Symbol;Acc:MGI:1931130]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029802","ENSMUSG00000029802","Abcg2","ATP binding cassette subfamily G member 2 (Junior blood group) [Source:MGI Symbol;Acc:MGI:1347061]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000073678","ENSMUSG00000073678","Pgap1","post-GPI attachment to proteins 1 [Source:MGI Symbol;Acc:MGI:2443342]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000079038","ENSMUSG00000079038","D130040H23Rik","RIKEN cDNA D130040H23 gene [Source:MGI Symbol;Acc:MGI:2444324]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000050912","ENSMUSG00000050912","Tmem123","transmembrane protein 123 [Source:MGI Symbol;Acc:MGI:1919179]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041891","ENSMUSG00000041891","Lman1","lectin, mannose-binding, 1 [Source:MGI Symbol;Acc:MGI:1917611]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000109379","ENSMUSG00000109379","Gm44550","predicted gene 44550 [Source:MGI Symbol;Acc:MGI:5753126]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000102289","ENSMUSG00000102289","Gm31258","predicted gene, 31258 [Source:MGI Symbol;Acc:MGI:5590417]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032796","ENSMUSG00000032796","Lama1","laminin, alpha 1 [Source:MGI Symbol;Acc:MGI:99892]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027792","ENSMUSG00000027792","Bche","butyrylcholinesterase [Source:MGI Symbol;Acc:MGI:894278]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000086046","ENSMUSG00000086046","1700095A21Rik","RIKEN cDNA 1700095A21 gene [Source:MGI Symbol;Acc:MGI:1914774]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000016256","ENSMUSG00000016256","Ctsz","cathepsin Z [Source:MGI Symbol;Acc:MGI:1891190]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000082244","ENSMUSG00000082244","Gm8503","predicted gene 8503 [Source:MGI Symbol;Acc:MGI:3646324]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031509","ENSMUSG00000031509","Spaca7b","sperm acrosome associated 7B [Source:MGI Symbol;Acc:MGI:1923663]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022110","ENSMUSG00000022110","Sucla2","succinate-Coenzyme A ligase, ADP-forming, beta subunit [Source:MGI Symbol;Acc:MGI:1306775]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000035725","ENSMUSG00000035725","Prkx","protein kinase, X-linked [Source:MGI Symbol;Acc:MGI:1309999]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000065273","ENSMUSG00000065273","Gm25128","predicted gene, 25128 [Source:MGI Symbol;Acc:MGI:5454905]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028088","ENSMUSG00000028088","Fmo5","flavin containing monooxygenase 5 [Source:MGI Symbol;Acc:MGI:1310004]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020580","ENSMUSG00000020580","Rock2","Rho-associated coiled-coil containing protein kinase 2 [Source:MGI Symbol;Acc:MGI:107926]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029156","ENSMUSG00000029156","Sgcb","sarcoglycan, beta (dystrophin-associated glycoprotein) [Source:MGI Symbol;Acc:MGI:1346523]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031601","ENSMUSG00000031601","Cnot7","CCR4-NOT transcription complex, subunit 7 [Source:MGI Symbol;Acc:MGI:1298230]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000103657","ENSMUSG00000103657","Gm37204","predicted gene, 37204 [Source:MGI Symbol;Acc:MGI:5610432]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031668","ENSMUSG00000031668","Eif2ak3","eukaryotic translation initiation factor 2 alpha kinase 3 [Source:MGI Symbol;Acc:MGI:1341830]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000049550","ENSMUSG00000049550","Clip1","CAP-GLY domain containing linker protein 1 [Source:MGI Symbol;Acc:MGI:1928401]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000084350","ENSMUSG00000084350","Znf41-ps","ZNF41, pseudogene [Source:MGI Symbol;Acc:MGI:1917255]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027326","ENSMUSG00000027326","Knl1","kinetochore scaffold 1 [Source:MGI Symbol;Acc:MGI:1923714]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032902","ENSMUSG00000032902","Slc16a1","solute carrier family 16 (monocarboxylic acid transporters), member 1 [Source:MGI Symbol;Acc:MGI:106013]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034801","ENSMUSG00000034801","Sos2","SOS Ras/Rho guanine nucleotide exchange factor 2 [Source:MGI Symbol;Acc:MGI:98355]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031333","ENSMUSG00000031333","Abcb7","ATP-binding cassette, sub-family B (MDR/TAP), member 7 [Source:MGI Symbol;Acc:MGI:109533]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000112689","ENSMUSG00000112689","Gm47476","predicted gene, 47476 [Source:MGI Symbol;Acc:MGI:6096448]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032050","ENSMUSG00000032050","Rdx","radixin [Source:MGI Symbol;Acc:MGI:97887]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032740","ENSMUSG00000032740","Ccdc88a","coiled coil domain containing 88A [Source:MGI Symbol;Acc:MGI:1925177]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036478","ENSMUSG00000036478","Btg1","BTG anti-proliferation factor 1 [Source:MGI Symbol;Acc:MGI:88215]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000006941","ENSMUSG00000006941","Eif1b","eukaryotic translation initiation factor 1B [Source:MGI Symbol;Acc:MGI:1916219]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028578","ENSMUSG00000028578","Caap1","caspase activity and apoptosis inhibitor 1 [Source:MGI Symbol;Acc:MGI:1915020]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037432","ENSMUSG00000037432","Fer1l5","fer-1-like 5 (C. elegans) [Source:MGI Symbol;Acc:MGI:3616091]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042323","ENSMUSG00000042323","Pbrm1","polybromo 1 [Source:MGI Symbol;Acc:MGI:1923998]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029263","ENSMUSG00000029263","Pigg","phosphatidylinositol glycan anchor biosynthesis, class G [Source:MGI Symbol;Acc:MGI:3576484]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000056537","ENSMUSG00000056537","Rlim","ring finger protein, LIM domain interacting [Source:MGI Symbol;Acc:MGI:1342291]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000110138","ENSMUSG00000110138","4831440D22Rik","RIKEN cDNA 4831440D22 gene [Source:MGI Symbol;Acc:MGI:2444771]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000097809","ENSMUSG00000097809","Gm26554","predicted gene, 26554 [Source:MGI Symbol;Acc:MGI:5477048]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000097079","ENSMUSG00000097079","Gm26604","predicted gene, 26604 [Source:MGI Symbol;Acc:MGI:5477098]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000062791","ENSMUSG00000062791","Gm382","predicted gene 382 [Source:MGI Symbol;Acc:MGI:2685228]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000105713","ENSMUSG00000105713","Gm43827","predicted gene 43827 [Source:MGI Symbol;Acc:MGI:5663964]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042359","ENSMUSG00000042359","Osbpl6","oxysterol binding protein-like 6 [Source:MGI Symbol;Acc:MGI:2139014]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000101251","ENSMUSG00000101251","Gm3496","predicted gene 3496 [Source:MGI Symbol;Acc:MGI:3781673]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038204","ENSMUSG00000038204","Asb10","ankyrin repeat and SOCS box-containing 10 [Source:MGI Symbol;Acc:MGI:2152836]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030963","ENSMUSG00000030963","Umod","uromodulin [Source:MGI Symbol;Acc:MGI:102674]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000109368","ENSMUSG00000109368","Gm45015","predicted gene 45015 [Source:MGI Symbol;Acc:MGI:5753591]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000091662","ENSMUSG00000091662","Vmn1r69","vomeronasal 1 receptor 69 [Source:MGI Symbol;Acc:MGI:2182253]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000085589","ENSMUSG00000085589","A430078I02Rik","RIKEN cDNA A430078I02 gene [Source:MGI Symbol;Acc:MGI:2444132]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000074248","ENSMUSG00000074248","4930432M17Rik","RIKEN cDNA 4930432M17 gene [Source:MGI Symbol;Acc:MGI:3588188]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000085822","ENSMUSG00000085822","Gm15584","predicted gene 15584 [Source:MGI Symbol;Acc:MGI:3783032]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000097726","ENSMUSG00000097726","9530036O11Rik","RIKEN cDNA 9530036O11Rik [Source:MGI Symbol;Acc:MGI:2444607]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000045515","ENSMUSG00000045515","Pou3f3","POU domain, class 3, transcription factor 3 [Source:MGI Symbol;Acc:MGI:102564]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000116508","ENSMUSG00000116508","Gm49463","predicted gene, 49463 [Source:MGI Symbol;Acc:MGI:6155122]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000105032","ENSMUSG00000105032","Gm43117","predicted gene 43117 [Source:MGI Symbol;Acc:MGI:5663254]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000075184","ENSMUSG00000075184","F930017D23Rik","RIKEN cDNA F930017D23 gene [Source:MGI Symbol;Acc:MGI:3822538]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000107576","ENSMUSG00000107576","Gm44093","predicted gene, 44093 [Source:MGI Symbol;Acc:MGI:5690485]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000118114","ENSMUSG00000118114","Gm50332","predicted gene, 50332 [Source:MGI Symbol;Acc:MGI:6303200]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000108152","ENSMUSG00000108152","Gm44152","predicted gene, 44152 [Source:MGI Symbol;Acc:MGI:5690544]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026686","ENSMUSG00000026686","Lmx1a","LIM homeobox transcription factor 1 alpha [Source:MGI Symbol;Acc:MGI:1888519]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000109752","ENSMUSG00000109752","Gm18597","predicted gene, 18597 [Source:MGI Symbol;Acc:MGI:5010782]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000048215","ENSMUSG00000048215","A630023P12Rik","RIKEN cDNA A630023P12 gene [Source:MGI Symbol;Acc:MGI:2445162]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033508","ENSMUSG00000033508","Asprv1","aspartic peptidase, retroviral-like 1 [Source:MGI Symbol;Acc:MGI:1915105]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022112","ENSMUSG00000022112","Gpc5","glypican 5 [Source:MGI Symbol;Acc:MGI:1194894]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027868","ENSMUSG00000027868","Tbx15","T-box 15 [Source:MGI Symbol;Acc:MGI:1277234]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020155","ENSMUSG00000020155","Kcnmb1","potassium large conductance calcium-activated channel, subfamily M, beta member 1 [Source:MGI Symbol;Acc:MGI:1334203]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113543","ENSMUSG00000113543","Gm36264","predicted gene, 36264 [Source:MGI Symbol;Acc:MGI:5595423]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000099812","ENSMUSG00000099812","Gm28515","predicted gene 28515 [Source:MGI Symbol;Acc:MGI:5579221]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000086382","ENSMUSG00000086382","Chrna1os","cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle), opposite strand [Source:MGI Symbol;Acc:MGI:3651120]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000090662","ENSMUSG00000090662","Vmn2r45","vomeronasal 2, receptor 45 [Source:MGI Symbol;Acc:MGI:3757883]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000070828","ENSMUSG00000070828","Zscan4f","zinc finger and SCAN domain containing 4F [Source:MGI Symbol;Acc:MGI:3708485]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000109924","ENSMUSG00000109924","Gm18781","predicted gene, 18781 [Source:MGI Symbol;Acc:MGI:5010966]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000108693","ENSMUSG00000108693","Gm45153","predicted gene 45153 [Source:MGI Symbol;Acc:MGI:5753729]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000099804","ENSMUSG00000099804","Gm28497","predicted gene 28497 [Source:MGI Symbol;Acc:MGI:5579203]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000106623","ENSMUSG00000106623","Gm43335","predicted gene 43335 [Source:MGI Symbol;Acc:MGI:5663472]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000105946","ENSMUSG00000105946","Gm43776","predicted gene 43776 [Source:MGI Symbol;Acc:MGI:5663913]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000084999","ENSMUSG00000084999","Gm15839","predicted gene 15839 [Source:MGI Symbol;Acc:MGI:3801729]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000116145","ENSMUSG00000116145","5730521K06Rik","RIKEN cDNA 5730521K06 gene [Source:MGI Symbol;Acc:MGI:1917889]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000107642","ENSMUSG00000107642","Tas2r141-ps4","taste receptor, type 2, member 141, pseudogene 4 [Source:MGI Symbol;Acc:MGI:2681322]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000109337","ENSMUSG00000109337","Gm45047","predicted gene 45047 [Source:MGI Symbol;Acc:MGI:5753623]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113221","ENSMUSG00000113221","Gm18880","predicted gene, 18880 [Source:MGI Symbol;Acc:MGI:5011065]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000108973","ENSMUSG00000108973","Gm44555","predicted gene 44555 [Source:MGI Symbol;Acc:MGI:5753131]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000082523","ENSMUSG00000082523","Gm12667","predicted gene 12667 [Source:MGI Symbol;Acc:MGI:3651935]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000056696","ENSMUSG00000056696","Or5bw2","olfactory receptor family 5 subfamily BW member 2 [Source:MGI Symbol;Acc:MGI:3031184]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022696","ENSMUSG00000022696","Sidt1","SID1 transmembrane family, member 1 [Source:MGI Symbol;Acc:MGI:2443155]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042796","ENSMUSG00000042796","Or5m3","olfactory receptor family 5 subfamily M member 3 [Source:MGI Symbol;Acc:MGI:3030866]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000114128","ENSMUSG00000114128","Gm47452","predicted gene, 47452 [Source:MGI Symbol;Acc:MGI:6096410]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000000126","ENSMUSG00000000126","Wnt9a","wingless-type MMTV integration site family, member 9A [Source:MGI Symbol;Acc:MGI:2446084]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000104793","ENSMUSG00000104793","Gm43756","predicted gene 43756 [Source:MGI Symbol;Acc:MGI:5663893]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000107021","ENSMUSG00000107021","Gm42853","predicted gene 42853 [Source:MGI Symbol;Acc:MGI:5662990]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000112351","ENSMUSG00000112351","Gm48326","predicted gene, 48326 [Source:MGI Symbol;Acc:MGI:6097781]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000110786","ENSMUSG00000110786","Gm5119","predicted gene 5119 [Source:MGI Symbol;Acc:MGI:3645058]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000044923","ENSMUSG00000044923","Or5m5","olfactory receptor family 5 subfamily M member 5 [Source:MGI Symbol;Acc:MGI:3030864]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041872","ENSMUSG00000041872","Il17f","interleukin 17F [Source:MGI Symbol;Acc:MGI:2676631]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000107477","ENSMUSG00000107477","Gm44366","predicted gene, 44366 [Source:MGI Symbol;Acc:MGI:5690758]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000082254","ENSMUSG00000082254","Gm11922","predicted gene 11922 [Source:MGI Symbol;Acc:MGI:3650177]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000090293","ENSMUSG00000090293","Gm17034","predicted gene 17034 [Source:MGI Symbol;Acc:MGI:4937861]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000107809","ENSMUSG00000107809","Gm44209","predicted gene, 44209 [Source:MGI Symbol;Acc:MGI:5690601]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039981","ENSMUSG00000039981","Zc3h12d","zinc finger CCCH type containing 12D [Source:MGI Symbol;Acc:MGI:3045313]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000075187","ENSMUSG00000075187","Or8j3b","olfactory receptor family 8 subfamily J member 3B [Source:MGI Symbol;Acc:MGI:3030891]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021943","ENSMUSG00000021943","Gdf10","growth differentiation factor 10 [Source:MGI Symbol;Acc:MGI:95684]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000106883","ENSMUSG00000106883","Gm34091","predicted gene, 34091 [Source:MGI Symbol;Acc:MGI:5593250]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000023206","ENSMUSG00000023206","Il15ra","interleukin 15 receptor, alpha chain [Source:MGI Symbol;Acc:MGI:104644]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000104806","ENSMUSG00000104806","Gm42566","predicted gene 42566 [Source:MGI Symbol;Acc:MGI:5662703]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000095664","ENSMUSG00000095664","Vmn2r67","vomeronasal 2, receptor 67 [Source:MGI Symbol;Acc:MGI:3643129]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000104619","ENSMUSG00000104619","Gm42678","predicted gene 42678 [Source:MGI Symbol;Acc:MGI:5662815]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034387","ENSMUSG00000034387","Ssu2","ssu-2 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:2443733]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000081812","ENSMUSG00000081812","Gm4789","predicted gene 4789 [Source:MGI Symbol;Acc:MGI:3648623]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000112960","ENSMUSG00000112960","Gm47254","predicted gene, 47254 [Source:MGI Symbol;Acc:MGI:6096084]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000085827","ENSMUSG00000085827","Gm11290","predicted gene 11290 [Source:MGI Symbol;Acc:MGI:3651659]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000072487","ENSMUSG00000072487","Mroh5","maestro heat-like repeat family member 5 [Source:MGI Symbol;Acc:MGI:2685474]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000114418","ENSMUSG00000114418","Gm18883","predicted gene, 18883 [Source:MGI Symbol;Acc:MGI:5011068]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000056752","ENSMUSG00000056752","Dnah9","dynein, axonemal, heavy chain 9 [Source:MGI Symbol;Acc:MGI:1289279]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000054988","ENSMUSG00000054988","Agtr1b","angiotensin II receptor, type 1b [Source:MGI Symbol;Acc:MGI:87965]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000081191","ENSMUSG00000081191","Gm11271","predicted gene 11271 [Source:MGI Symbol;Acc:MGI:3652214]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000050102","ENSMUSG00000050102","Vmn1r235","vomeronasal 1 receptor 235 [Source:MGI Symbol;Acc:MGI:2159636]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064964","ENSMUSG00000064964","Gm25147","predicted gene, 25147 [Source:MGI Symbol;Acc:MGI:5454924]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000072584","ENSMUSG00000072584","Gm7489","predicted gene 7489 [Source:MGI Symbol;Acc:MGI:3647008]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000107199","ENSMUSG00000107199","Gm42550","predicted gene 42550 [Source:MGI Symbol;Acc:MGI:5662687]","ARRAYEXPRESS,ENSG"
